vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,igvp,,,,,
Hammer Straße,Höhe Mr. Wash,di,06.06.2017,13:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,651,,14,,,,,1,49,,,,,,,,
Hansaring,Papenburger Straße,di,06.06.2017,12:15,5,,m,,,,,2,,,,,,,,1,1,,40,ms,31,st,,799,,49,,,,,1,18,,,,,,,,
Meesenstiege,54,di,06.06.2017,12:55,5,,m,,,,,2,,,,,,,2,,,,21,nrw,21,shg,,703,,49,,,,,1,58,,,,,,,,
Fürstenbergstraße,Hörsterstraße,mo,29.05.2017,12:55,3,,,,,,1,2,,,,,,,1,1,,,44,hsk,21,st,,711,,36,,,,,,43,23,,702000-028032-17/2,,,,,
Norderneyweg,23,so,14.05.2017,21:20,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-024896-17/8,,,,,
Steinfurter Straße,60b,so,14.05.2017,10:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-024816-17/0,,,,,
Josef-Beckmann-Straße,9,mo,24.04.2017,17:20,3,X,,,,,1,2,1,,,,,,1,,,,21,ms,81,,,451,,42,,,,,,23,23,,702000-021379-17/4,,,,,
Friesenring,Jahnstraße,di,30.05.2017,18:30,3,,,,,,1,2,1,1,,,,,,,,,71,,81,,,601,,14,49,,,,1,66,6,,702000-028357-17/5,,,,,
Augustastraße,3,mi,17.05.2017,21:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,be,,799,,49,,,,,,F,,,702000-027430-17/9,,,,,
Handorfer Straße,105,so,28.05.2017,14:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,m,,703,,49,,,,,,F,,,702000-027784-17/6,,,,,
Dyckburgstraße,440,di,16.05.2017,21:43,6,X,,,,,,2,,,,,,,1,1,,,51,gth,21,ms,,703,01,36,,,,2/3,,59,,1.62 °/oo,702000-025540-17/6,,,,,
Killingstraße,19,do,11.05.2017,18:25,3,,,,,,1,2,1,,,,,,1,,,,81,,21,be,,411,,89,,,,,,7,41,,702000-024484-17/1,,,,,
Scheibenstraße,ggü. 89,do,18.05.2017,20:40,6,,,,,,,2,,1,n,,,,1,,,,71,,21,ham,,169,01,13,14,,,,,20,52,2.16 °/oo,702000-026247-17/6,,,,,
Meesenstiege,Hünenburg,mo,22.05.2017,18:16,5,,z,,,,,2,,,,,,,2,,,,21,pb,21,ms,,231,,14,,,,,,48,,,,,,,,
Meesenstiege,Hünenburg,mo,22.05.2017,18:16,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,pb,,601,,14,,,,,,51,,,,,,,,
Ludgeriplatz,Ludgeristraße,mi,07.06.2017,14:20,5,,z,,,,,2,,,,,,,1,,1,,33,ms,21,ms,,651,,14,,,,,1,54,,,,,,,,
Wolbecker Straße,220,mi,07.06.2017,10:45,5,,z,,,,,2,,,,,,,2,,,,21,waf,21,ms,,703,,45,,,,,,33,,,,,,,,
Koldering,Weseler Straße,mi,07.06.2017,14:45,5,,z,,,,,2,,,,,,,2,,,,21,bor,21,ms,,621,,14,,,,,,20,,,,,,,,
Albersloher Weg,714,mi,07.06.2017,17:50,5,,z,,,,,2,,,,,,,2,,,,21,wi,21,ms,,681,,14,,,,,,29,,,,,,,,
Bremer Platz ,5,mi,07.06.2017,09:45,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,,65,,,,,,,,
Allensteiner Straße,6,mi,07.06.2017,19:15,5,,z,,,,,2,,,,,,,1,1,,,44,bn,21,ms,,682,,14,,,,,,23,,,,,,,,
Schillerstraße,72,sa,03.06.2017,21:00,5,,m,,,,,3,,,,,,,3,,,,21,swa,21,ms,,501,,14,,,,1,,63,,,,,,,,
Hansaring,39,sa,03.06.2017,20:00,5,,m,,,,,2,,,,,,,2,,,,21,noh,21,fr,,702,,36,,,,,,30,,,,,,,,
Suerländer Weg,35,fr,02.06.2017,11:00,5,,o,,,,,2,,,,,,,1,1,,,44,st,21,ms,,711,,36,,,,,,46,,,,,,,,
Albersloher Weg,Parkplatz Tryp Hotel,sa,03.06.2017,18:05,5,,o,,,,,2,,,,,,,2,,,,21,k,21,NL,,703,,45,,,,,,41,,,,,,,,
Hammer Straße,455,mi,07.06.2017,17:00,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,her,,601,,14,,,,,,30,,,,,,,,
Albersloher Weg,Letterhausweg,mi,07.06.2017,19:21,5,,m,,,,,2,,,,,,,2,,,,21,wi,21,ms,,641,,26,,,,,,61,,,,,,,,
Nbrunnenweg,Kappenberger Damm,mi,07.06.2017,16:44,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,m,,711,,36,,,,,1,79,,,,,,,,
Robert-Bosch-Straße,Siemensstraße,di,06.06.2017,16:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,lh,,231,,14,,,,,,20,,,,,,,,
Weseler Straße,401,mi,07.06.2017,09:10,5,,o,,,,,1,,,,,,,,1,,,44,ms,,,,703,,49,,,,,,60,,,,,,,,
B 54,AS Nienberge,mi,07.06.2017,18:26,5,,,o,,,,2,,,,,,,2,,,,21,ms,21,coe,,623,,14,,,,,,32,,,,,,,,
Kettelerstraße,57,mi,07.06.2017,14:00,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,501,,14,,,,,1,19,,,,,,,,
Dahlweg,8,mi,07.06.2017,10:15,5,,o,,,,,2,,,,,,,1,1,,,40,ms,21,si,,702,,14,,,,,,29,,,,,,,,
Siverdesstraße,2,mi,07.06.2017,20:40,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,30,,,,,,,,
Burgstraße,16a,mi,07.06.2017,08:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,38,,,,,,,,
kardinalstraße,22,mi,07.06.2017,11:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,lh,,701,,14,,,,,,78,,,,,,,,
Dahlweg,22,mi,07.06.2017,14:38,5,,m,,,,,4,,,,,,,4,,,,21,lip,21,kle,,141,,49,,,,,,22,,,,,,,,
Alter Steinweg,Parkhaus,mi,07.06.2017,15:50,5,,m,,,,,2,,,,,,,2,,,,21,hat,21,waf,,703,,14,,,,,,59,,,,,,,,
Langemarckstraße,32,mi,07.06.2017,11:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,e,,711,,36,,,,,1,66,,,,,,,,
Blücherstraße,14,mi,12.04.2017,10:25,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,od,,799,,49,,,,,,94,,,702000-019406-17/2,,,,,
Robert-Bosch-Straße,2,sa,20.05.2017,12:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,eu,,703,,49,,,,,,F,,,702000-026528-17/9,,,,,
Ludwig-Wolker-Straße,10,mi,12.04.2017,17:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,gt,,799,,49,,,,1,,F,,,702000-019754-17/5,,,,,
Hägerstraße,281,mi,31.05.2017,16:30,5,X,,,,,,2,,,,,,,,1,,1,92,,40,ms,,799,,49,,,,,,F,,,702000-028581-17/8,,,,,
Hansaring,44,so,28.05.2017,18:35,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,799,,49,,,,,,F,,,709000-025940-17/7,,,,,
Meßkamp,17b,mo,29.05.2017,15:40,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ka,,799,,49,,,,2/3,,F,,,702000-028287-17/6,,,,,
Catharina-Müller-Straße,4,sa,29.04.2017,13:20,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,49,,,,,,F,,,702000-023319-17/4,,,,,
Geringhoffstraße,44,mi,17.05.2017,16:40,5,,a,,,,,2,,,,,,,2,,,,21,waf,21,clp,,703,,36,,,,,,25,,,702000-025943-17/1,,,,,
Schlesienstraße,22,fr,02.06.2017,11:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,65,,,702000-028921-17/0,,,,,
Königsstraße,39,sa,29.04.2017,13:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,703,,49,,,,,,F,,,709000-021008-17/5,,,,,
Davertstraße,Stakenkamp,do,27.04.2017,13:30,3,X,,,,,1,2,,1,j,,,,1,,,,21,,71,,,342,,49,,,,,,F,9,Schulweg,702000-021902-17/6,,,,,
Laerer Werseufer,Radweg entlang der Werse,so,21.05.2017,15:20,2,,,,,1,,1,,1,n,,,,,,,,72,,,,,141,,49,,,,,,70,,,702000-026607-17/0,,,,,
Zum Hiltruper See,Höhe Parkplätze,mi,24.05.2017,12:35,3,,,,,,1,2,,,,,,1,1,,,,21,os,12,mk,,211,,24,,,,,,51,70,,702000-027298-17/3,,,,,
Hansaring,14,di,23.05.2017,18:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-028437-17/5,,,,,
Bernings Kotten,5,mi,24.05.2017,08:02,5,X,,,,,,2,,,,,,,1,,,1,92,,21,tr,,501,,49,,,,,,F,,,702000-027261-17/7,,,,,
Catharina-Müller-Straße,Parkplatz Rewe,di,02.05.2017,16:20,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,652,,49,,,,,1,F,,,702000-022543-17/4,,,,,
Westfalenstraße,128,mi,19.04.2017,18:07,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,waf,,711,,36,,,,,,80,,,702000-020553-17/9,,,,,
Hoher Heckenweg,Königsberger Straße,mi,07.06.2017,14:45,5,,a,,,,,2,,,,,,,2,,,,25,be,21,ms,,621,,14,,,,,,43,,,702000-029652-17/9,,,,,
Homannstraße,2,mi,07.06.2017,14:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,702000-029657-17/4,,,,,
Bismarckallee,55,fr,19.05.2017,19:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,501,,49,,,,1,1,F,,,709000-024531-17/4,,,,,
mauritzstraße,Alter Steinweg,mo,29.05.2017,17:10,3,,,,,,1,2,1,1,n,,,,,,,,81,,71,,,421,,64,,,49,,,49,43,,702000-028067-17/0,,,,,
Albert-Schwitzer Straße,Parkhaus UKM,fr,05.05.2017,09:15,5,X,,,,,,2,1,,,,,,1,,,,81,,21,os,,703,,69,,,,,,45,,,702000-023260-17/6,,,,,
Hammer Straße,Münstermannweg,mo,22.05.2017,08:50,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,241,,34,,,,,,71,18,,702000-026685-17/0,,,,,
Marktallee,66,fr,05.05.2017,16:30,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,49,,,,,,F,,,702000-023317-17/6,,,,,
Weseler Straße,Sentmaringer Weg,fr,28.04.2017,07:30,3,,,,,,1,2,,1,j,,,,1,,,,21,mk,71,,,224,,35,,,,,,22,12,Schulweg,702000-021988-17/8,,,,,
Weseler Straße,60,fr,05.05.2017,18:05,5,X,,,,,,2,,,,,,,2,,,,21,waf,21,ms,,703,,49,,,,,,32,,,702000-023246-17/8,,,,,
Orleans-Ring,Einsteinstraße,fr,05.05.2017,10:00,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,243,,34,,,,,,83,20,,702000-023101-17/7,,,,,
Brüderstraße,8,so,30.04.2017,00:20,6,X,,,,,,2,,1,n,,,,1,,,,71,,21,coe,,501,01,49,,,,2/3,,36,,2.18 °/oo,702000-022184-17/9,,,,,
Weseler Straße,480,fr,12.05.2017,11:58,5,X,,,,,,2,,,,,,,1,1,,,44,coe,21,ms,,252,,34,,,,,1,67,,,702000-024634-17/0,,,,,
Nordkirchenweg,2,sa,20.05.2017,13:00,5,X,,,,,,1,,,,,,,,,,1,92,,,,,799,,49,,,,,,F,,,702000-026632-17/8,,,,,
Hessenweg,10,mi,19.04.2017,09:55,5,X,,,,,,3,,,,,,,2,1,,,51,RO,21,waf,,501,,14,,,,,,36,,,702000-020510-17/8,,,,,
Friesenring,80,di,04.04.2017,16:06,3,,,,,,1,2,,1,n,,,,1,,,,71,,21,ms,,799,,49,,,,,,77,25,,702000-017957-17/0,,,,,
Bahnhofstraße,64,di,04.04.2017,17:27,5,X,,,,,,2,,1,F,,,,1,,,,71,,21,coe,,799,,49,,,,,,F,,,702000-017967-17/1,,,,,
Osttor,64,do,01.06.2017,10:50,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-028700-17/5,,,,,
Gropiusstraße,11,do,08.06.2017,13:10,5,X,,,,,,2,,,,,,,1,,,1,92,,21,k,,799,,49,,,,,,F,,,702000-029897-17/2,,,,,
Busso-Peuss-Straße,Gievenbecker Weg,do,25.05.2017,15:25,3,,,,,,1,2,,,,,1,,1,,,,21,os,01,,,303,,28,,,,,,64,19,,702000-027422-17/6,,,,,
Cloppenburgstraße,28,sa,20.05.2017,05:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,702000-028559-17/7,,,,,
Am Rohrbusch,67b,mo,22.05.2017,13:55,3,,,,,,1,2,,,,,,,1,,,1,21,ms,59,st,,601,,49,,,,,,75,,,702000-026828-17/5,,,,,
Weseler Straße,Scharnhorststraße,so,11.06.2017,16:10,5,,z,,,,,2,,,,,,,2,,,,21,nw,21,coe,,631,,26,,,,,,61,,,,,,,,
Dieckstraße,79,sa,10.06.2017,11:17,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,,88,,,,,,,,
Niedersachsenring,Vinzensweg,so,11.06.2017,17:39,5,,z,,,,,2,,,,,1,1,,,,,01,,11,do,,651,,14,,,,,1,16,,,,,,,,
B 51,k.v. Wolbecker Straße,sa,10.06.2017,13:16,5,,z,,,,,2,,,,,,,2,,,,21,do,21,ms,,601,,14,,,,,,20,,,,,,,,
Ritterstraße,Korduanenstraße,sa,10.06.2017,16:00,5,,z,,,,,2,,,,,,,2,,,,21,coe,21,waf,,703,,36,,,,,,22,,,,,,,,
Pienersallee,Tilbecker Straße,fr,09.06.2017,10:40,5,,z,,,,,2,,,,,,,1,1,,,21,ms,44,waf,,631,,26,,,,,,55,,,,,,,,
Tibusstraße,7,fr,09.06.2017,13:25,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,721,,49,,,,,1,18,,,,,,,,
Wolbecker Straße,Linnebornstiege,do,01.06.2017,15:15,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,321,,28,,,,,,25,,,,,,,,
Alter Postweg,Angelbrücke,do,01.06.2017,12:40,5,,m,,,,,2,,,,,,,1,1,,,21,waf,40,bn,,262,,14,,,,,,49,,,,,,,,
Scharnhorststraße,29,so,11.06.2017,17:05,5,,o,,,,,2,,,,,,,1,,,1,22,aur,21,ms,,501,,14,,,,,,65,,,,,,,,
Scharnhorststraße,Richard-Schirrmann-Weg,sa,10.06.2017,13:05,5,,m,,,,,2,,,,,,,1,1,,,21,st,40,ms,,711,,36,,,,,,34,,,,,,,,
Dyckburgstraße,Mariendorfer Straße,fr,09.06.2017,19:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,56,,,,,,,,
Görresstraße,52,fr,09.06.2017,09:20,5,,m,,,,,2,,,,,,,1,1,,,59,ms,21,ms,,501,,14,,,,,,57,,AWM,,,,,,
Weseler Straße,Dingbängerweg,fr,09.06.2017,10:20,5,,a,,,,,2,,,,,,,,1,1,,40,eu,31,st,,231,,14,,,,,,53,,,,,,,,
Hohenholter Straße,"L529, Abschn.4; km 1,0",sa,10.06.2017,14:15,5,,m,,,,,1,,,,,,,1,,,,21,coe,,,,102,,49,,,,,,20,,,,,,,,
Eisenbahnstraße,ggü. 11,fr,09.06.2017,11:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,es,,602,,14,,,,,,66,,,,,,,,
Gremmendorfer Weg,36,so,11.06.2017,16:00,5,,m,,,,,2,,,,,,,1,1,,,40,wi,21,bo,,501,,14,,,,,,25,,,,,,,,
Lehmlamp,5,so,11.06.2017,10:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,702,,14,,,,,,64,,,,,,,,
Schaumburgstraße,16,so,11.06.2017,18:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,bo,,703,,36,,,,,1,31,,,,,,,,
Grevener Straße,69,sa,10.06.2017,14:00,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,703,,14,,,,,,34,,,,,,,,
Havixbecker Straße,27,sa,10.06.2017,10:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,b,,501,,14,,,,,,82,,,,,,,,
Kanalstraße,2,sa,10.06.2017,15:15,5,,m,,,,,2,,1,j,,,,1,,,,71,,21,os,,501,,49,,,,,,61,,,,,,,,
Jüdefelderstraße,Münzstraße,fr,09.06.2017,18:40,5,,m,,,,,2,,,,,,,2,,,,21,st,21,waf,,711,,36,,,,,,24,,,,,,,,
Von-Witzleben-Straße,Höhe Delphstraße,fr,09.06.2017,13:00,5,,m,,,,,2,,,,,,,2,,,,21,ham,21,ms,,601,,14,73,,,,1,50,,,,,,,,
Overbergstraße,26,fr,09.06.2017,19:05,5,,m,,,,,2,,,,,,,2,,,,21,lh,21,ms,,703,,36,,,,,,28,,,,,,,,
Grevener Straße,69,fr,09.06.2017,14:00,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,wan,,703,,36,,,,,1,61,,,,,,,,
Kardinal-von-Galen-Ring,Waldeyerstraße,fr,09.06.2017,12:55,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,bor,,601,,14,,,,,1,61,,,,,,,,
Wiedaustraße,Höhe BAB-Brücke,sa,10.06.2017,02:00,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2,,48,,,,,,,,
Osttor,Pfarrer-Ensink-Weg,sa,10.06.2017,03:50,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2/3,,44,,,,,,,,
Inselbogen,62,so,11.06.2017,14:10,5,,m,,,,,2,,,,,,,,2,,,40,ms,40,ms,,501,,14,,,,,,29,,,,,,,,
Münnichweg,75,fr,09.06.2017,14:15,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,651,,14,,,,,,58,,,,,,,,
Stolbergstraße,2,sa,10.06.2017,14:10,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,os,,799,,14,,,,,,59,,,,,,,,
Coesfelder Kreuz,Bushaltestelle P&R,fr,09.06.2017,13:08,5,,m,,,,,2,,,,,,,,1,1,,46,ms,33,st,,641,,26,,,,,1,49,,,,,,,,
Schlossplatz,Parkplatz Höhe Überwasserstraße,fr,09.06.2017,18:45,5,,m,,,,,2,,,,,,,2,,,,21,su,21,st,,703,,36,,,,,,27,,,,,,,,
Urbanstraße,7,mi,17.05.2017,08:45,5,X,,,,,,3,,,,,,,2,1,,,21,,21,st,,711,,36,,,,,,F,,,702000-025790-17/5,,,,,
Catharina-Müller-Straße,2,fr,02.06.2017,11:45,5,X,,,,,,2,,,,,,,1,,,1,92,,21,coe,,799,,49,,,,,,F,,,702000-028975-17/1,,,,,
B 51,zw. Albersloher Weg u. Wolbecker Straße,di,16.05.2017,16:50,3,,,,,,1,2,,,,,,,2,,,,21,waf,21,te,,602,,14,,,,,,60,20,,702000-025509-17/3,,,,,
Münsterstraße,54,fr,12.05.2017,12:40,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,703,,49,,,,,,F,,,702000-025218-17/9,,,,,
Münsterstraße,36,di,09.05.2017,18:24,3,,,,,,1,2,,,,,,1,1,,,,21,ms,11,bor,,571,,36,37,,,,,22,45,,702000-023994-17/9,,,,,
Kinderhauser Straße,201,fr,05.05.2017,22:35,6,,,,,,,2,,,,,,,2,,,,21,ms,21,so,,703,01,49,,,,2/3,,45,55,2.28 °/oo,702000-023263-17/3,,,,,
Augustastraße,15,sa,29.04.2017,18:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,gt,,501,,49,,,,,,73,,,702000-022166-17/5,,,,,
Warendorfer Straße,58,mi,26.04.2017,16:10,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,hh,,701,,49,,,,,,57,,,702000-021777-17/4,,,,,
Hammer Straße,311,mi,17.05.2017,07:50,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,68,,,702000-025954-17/1,,,,,
Ewaldistraße,23,mi,31.05.2017,07:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,coe,,799,,49,,,,,,F,,,706000-014782-17/1,,,,,
Hamannplatz,13,di,06.06.2017,15:20,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,703,,49,,,,,,F,,,702000-029447-17/9,,,,,
Hammer Straße,385,fr,09.06.2017,20:05,4,,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,303,,28,,,,,,20,,,,,,,,
Königsstraße,ggü. 18,do,08.06.2017,11:10,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,85,,,,,,,,
Herwarthstraße,Ausfahrt Parkhaus Engelenschanze,do,08.06.2017,11:21,5,,z,,,,,2,,,,,,,2,,,,21,bi,21,ms,,631,,26,,,,,,29,,,,,,,,
Edelbach,59,do,08.06.2017,14:55,5,,z,,,,,1,,,,,,,,,1,,33,ob,,,,799,,49,,,,,,49,,,,,,,,
B 51,Albersloher Weg,do,08.06.2017,14:05,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,coe,,621,,14,,,,,,46,,,,,,,,
Weseler Straße,61,so,11.06.2017,20:34,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,1,,46,,,,,,,,
Hohenzollernring,Oststraße,so,11.06.2017,12:53,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,din,,502,,14,,,,,,23,,,,,,,,
Westfalenstraße,109,so,11.06.2017,16:15,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ham,,551,,37,,,,,,66,,,,,,,,
Elsässer Straße,24,sa,10.06.2017,19:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,59,,,,,,,,
Hiltruper Straße,42,so,11.06.2017,17:50,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,1,35,,,,,,,,
Wolbecker Straße,135,so,11.06.2017,18:41,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,53,,,,,,,,
Melchersstraße,74,mo,12.06.2017,08:43,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,799,,49,,,,,,53,,,,,,,,
Albersloher Weg,Gelände Beresa,fr,26.05.2017,10:50,5,,m,,,,,2,,,,,,,2,,,,21,bor,21,ms,,703,,36,,,,,,30,,,,,,,,
Laerer Landweg,172,sa,10.06.2017,19:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,552,,37,,,,,,52,,,,,,,,
Loddenheide,5,so,11.06.2017,16:36,5,,o,,,,,2,1,,,,,,1,,,,81,,21,waf,,799,,49,,,,,,51,,,,,,,,
Ludgeriplatz,Moltkestraße,so,04.06.2017,10:35,5,,m,,,,,2,,,,,,,2,,,,21,lh,21,ms,,252,,26,49,,,,,25,,,,,,,,
Langestraße,ggü. 67,fr,09.06.2017,12:25,5,,o,,,,,1,,,,,,,,1,,,44,bn,,,,799,,14,,,,,1,36,,Stadt,,,,,,
Marienfeldweg,15,fr,09.06.2017,13:45,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,711,,36,,,,,1,51,,,,,,,,
Meesenstiege,62,di,06.06.2017,12:55,5,,o,,,,,2,,,,,,,2,,,,21,nrw,21,shg,,703,,49,81,,,,,,,,,,,,,
Albersloher Weg,14,mi,07.06.2017,19:10,5,,o,,,,,2,,,,,,,2,,,,21,coe,21,un,,701,,14,,,,,,44,,,,,,,,
Moltkestraße,6,fr,02.06.2017,15:50,5,,m,,,,,2,,,,,,,1,,1,,25,re,33,waf,,641,,26,,,,,,37,,,,,,,,
Hammer Straße,Burgstraße,do,08.06.2017,14:20,5,,m,,,,,2,,,,,,,2,,,,21,b,21,ms,,501,,14,,,,,,37,,,,,,,,
Ritterstraße,28,mo,12.06.2017,10:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ge,,711,,36,,,,,,62,,,,,,,,
Breul,Promenade,mo,12.06.2017,19:18,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,e,,594,,37,,,,,,36,,,,,,,,
B 51,100m v. Dyckburgstraße,mo,12.06.2017,22:25,5,,,o,,,,1,,,,,,,1,,,,21,gth,,,,751,,0,,86,,2,,34,,,,,,,,
marktallee,49,mo,12.06.2017,19:50,5,,o,,,,,2,,,,,,,1,1,,,46,coe,21,ms,,501,,14,,,,,,50,,,,,,,,
Schillerstraße,38,do,08.06.2017,15:24,5,,m,,,,,2,,,,,,,2,,,,21,k,21,ms,,501,,14,,,,,,25,,,,,,,,
Hafenstraße,62,do,08.06.2017,17:10,5,,o,,,,,2,,,,,1,,1,,,,21,ms,01,,,631,,26,,,,,,45,,,,,,,,
Aegidiistraße,Aegidiimarkt,do,08.06.2017,07:40,5,,m,,,,,2,,,,,,,1,1,,,21,ms,40,ms,,501,,14,,,,,,26,,,,,,,,
Sentruper Höhe,29,do,08.06.2017,11:00,5,,m,,,,,2,,,,,,,2,,,,21,re,21,ms,,711,,36,,,,,,25,,,,,,,,
Dennenkamp,41,do,08.06.2017,13:07,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,711,,36,,,,,,32,,,,,,,,
B 51,Wolbecker Straße,do,08.06.2017,09:30,5,,o,,,,,1,,,,,,,,1,,,40,ms,,,,799,,14,49,,,,,61,,Stadt,,,,,,
Hamburger Straße,6,do,08.06.2017,07:20,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,35,,,,,,,,
Metzerstraße,9,do,08.06.2017,09:02,5,,m,,,,,2,,,,,,,1,1,,,21,ms,44,ms,,601,,14,,,,,,30,,,,,,,,
Friedrich-Ebert-Straße,143,fr,19.05.2017,17:30,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,1,72,,,702000-026496-17/6,,,,,
Mecklenbecker Straße,ggü. 273,do,11.05.2017,15:25,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,her,,501,,14,,,,,,73,,,702000-024479-17/5,,,,,
Dorbaumstraße,86,sa,13.05.2017,11:40,3,,,,,,1,2,,1,j,,,,1,,,,21,ms,71,,,303,,37,,,,,,44,72,,702000-024740-17/7,,,,,
Höltenweg,31,mo,24.04.2017,10:00,5,X,,,,,,1,,,,,,,,1,,,46,E,,,,799,,49,,,,,,25,,Stadt,702000-021282-17/0,,,,,
Pfarrer-Ensink-Weg,25,do,25.05.2017,09:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-027450-17/1,,,,,
Cheruskerring,34,mo,17.04.2017,23:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,se,,799,,49,,,,,,F,,,702000-026606-17/1,,,,,
Geringhoffstraße,44,fr,05.05.2017,17:30,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,49,,,,,,47,,,702000-023802-17/0,,,,,
